segment_value,transformed_feature,base_feature,importance
Land,"cat__Transaction_Name_[0143] Sale, Sale agreement without possession",Transaction_Name,0.0015020198188722134
Land,cat__Transaction_code_201,Transaction_code,0.0014997244579717517
Land,cat__Transaction_code_110,Transaction_code,0.0014915850479155779
Land,cat__Nature_Land_use_Code_059,Nature_Land_use_Code,0.0014866493875160813
Land,cat__Transaction_code_307,Transaction_code,0.001483118743635714
Land,cat__Proposed_Land_use_Name_Vastu,Proposed_Land_use_Name,0.0014559837291017175
Land,cat__Transaction_code_1201,Transaction_code,0.0014434943441301584
Land,cat__PS_Name_Sankrail,PS_Name,0.0014414730248972774
Land,cat__Nature_Land_use_Code_004,Nature_Land_use_Code,0.0014332293067127466
Land,num__longitude,longitude,0.001426299219019711
Land,cat__Proposed_Land_use_Name_infrequent_sklearn,Proposed_Land_use_Name,0.0013820879394188523
Land,cat__Mouza_Name_Bamunara,Mouza_Name,0.0013715189415961504
Land,cat__Mouza_Name_Mallikbagan,Mouza_Name,0.0013700715498998761
Land,cat__Proposed_Land_use_Name_Bhiti,Proposed_Land_use_Name,0.0013695155503228307
Land,"cat__Transaction_Name_[0307] Mortgage, Mortgage without Posse. in f/o Financial Institution/Bank",Transaction_Name,0.0013679822441190481
Land,cat__Transaction_code_138,Transaction_code,0.0013640722027048469
Land,cat__Nature_Land_use_Code_003,Nature_Land_use_Code,0.0013582862447947264
Land,cat__Road_code_0179,Road_code,0.001347589772194624
Land,"cat__Transaction_Name_[0201] Gift, Gift  in Favour of family members",Transaction_Name,0.0013361874734982848
Land,num__facility_group_transport_count_1km,facility_group_transport_count_1km,0.0013309374917298555
Land,cat__Road_Name_UMR W13,Road_Name,0.0013165229465812445
Land,cat__Road_code_    ,Road_code,0.0012599695473909378
Land,cat__Transaction_Name_infrequent_sklearn,Transaction_Name,0.0012580887414515018
Land,cat__Transaction_code_infrequent_sklearn,Transaction_code,0.001227579778060317
Land,cat__Nature_Land_use_Name_Industrial Use,Nature_Land_use_Name,0.0012184582883492112
Land,cat__Mouza_Name_Satghoriya,Mouza_Name,0.0012168555986136198
Land,cat__Nature_Land_use_Name_Pukur,Nature_Land_use_Name,0.001212199218571186
Land,cat__PS_Name_Barddhaman,PS_Name,0.0011899067321792245
Land,cat__Mouza_Name_Alampur,Mouza_Name,0.001171285635791719
Land,cat__Mouza_Name_Paniara,Mouza_Name,0.0011247402289882302
Land,cat__Road_code_0162,Road_code,0.0011212748941034079
Land,cat__Road_Name_UMR W29,Road_Name,0.0011021719546988606
Land,cat__Transaction_code_143,Transaction_code,0.0011018937220796943
Land,cat__Nature_Land_use_Code_901,Nature_Land_use_Code,0.001098553417250514
Land,cat__Proposed_Land_use_Code_899,Proposed_Land_use_Code,0.0010901137720793486
Land,cat__Road_Name_G.T. Road,Road_Name,0.0010686794994398952
Land,cat__nearest_facility_group_market,nearest_facility_group,0.0010608092416077852
Land,num__GP_target_mean,GP_target_mean,0.0010599284432828426
Land,cat__Mouza_Name_Panchla,Mouza_Name,0.0010464825900271535
Land,cat__nearest_facility_group_health,nearest_facility_group,0.0010451195994392037
Land,cat__Mouza_Name_Shankkhali,Mouza_Name,0.0010391472605988383
Land,cat__Nature_Land_use_Name_Doba,Nature_Land_use_Name,0.0010161666432395577
Land,num__geometry_missing_flag,geometry_missing_flag,0.0010140808299183846
Land,"cat__Transaction_Name_[0110] Sale, Development Agreement or Construction agreement",Transaction_Name,0.0009951498359441757
Land,cat__Transaction_code_1210,Transaction_code,0.0009886635234579444
Land,"cat__Transaction_Name_[1201] Transfer of lease, Transfer of Lease/Deed of Assignment",Transaction_Name,0.000977813615463674
Land,cat__Mouza_Name_Kanainatshal,Mouza_Name,0.0009692026069387794
Land,cat__Road_Name_UMR W24,Road_Name,0.0009663357632234693
Land,cat__Transaction_code_104,Transaction_code,0.0009641607757657766
Land,"cat__Transaction_Name_[0104] Sale, Sale agreement without possession [Full Stamp]",Transaction_Name,0.0009639677591621876
Land,cat__Transaction_code_403,Transaction_code,0.0009569716639816761
Land,num__presentation_month,presentation_month,0.0009504053159616888
Land,"cat__Transaction_Name_[0105] Sale, Sale after registered sale agreement without possession",Transaction_Name,0.0009387222235091031
Land,cat__Mouza_Name_Jaladhulogori,Mouza_Name,0.0009266904089599848
Land,cat__GP_JEMUA,GP,0.0009226907277479768
Land,cat__Road_Name_UMR W27,Road_Name,0.0008817108464427292
Land,num__registration_quarter,registration_quarter,0.0008792212465777993
Land,cat__Proposed_Land_use_Code_161,Proposed_Land_use_Code,0.0008768080733716488
Land,cat__Nature_Land_use_Name_Danga,Nature_Land_use_Name,0.0008758181356824934
Land,cat__Road_code_0181,Road_code,0.0008734944858588278
Land,num__nearest_road_width,nearest_road_width,0.0008584780152887106
Land,cat__Road_Name_UMR W17,Road_Name,0.0008466561557725072
Land,cat__nearest_road_category_Rural Road,nearest_road_category,0.0008458995725959539
Land,cat__GP_MASHILA,GP,0.000843723479192704
Land,cat__Proposed_Land_use_Name_Godown,Proposed_Land_use_Name,0.0008221534080803394
Land,cat__Nature_Land_use_Code_005,Nature_Land_use_Code,0.0008146668551489711
Land,cat__GP_Missing,GP,0.0008140981080941856
Land,cat__Road_Name_Bahirsarbamangala Road,Road_Name,0.0008064426365308464
Land,cat__GP_BELDUBI,GP,0.0008050051983445883
Land,cat__Nature_Land_use_Name_Danga Pu: Patit,Nature_Land_use_Name,0.0008036737563088536
Land,cat__GP_BIKIHAKOLA,GP,0.0007833851268514991
Land,cat__Nature_Land_use_Code_013,Nature_Land_use_Code,0.0007698317058384418
Land,cat__Road_Name_Ichelabad Road,Road_Name,0.0007659493712708354
Land,cat__Proposed_Land_use_Code_052,Proposed_Land_use_Code,0.0007643640856258571
Land,cat__Proposed_Land_use_Name_Proposed Industrial Use,Proposed_Land_use_Name,0.0007609659805893898
Land,cat__Mouza_Name_Jaynagar,Mouza_Name,0.000755208486225456
Land,num__distance_to_nearest_facility,distance_to_nearest_facility,0.0007551038288511336
Land,num__latitude,latitude,0.0007524270913563669
Land,num__distance_to_nearest_facility_missing_flag,distance_to_nearest_facility_missing_flag,0.0007487212424166501
Land,cat__Transaction_code_105,Transaction_code,0.0007482760120183229
Land,cat__Transaction_code_1401,Transaction_code,0.0007462231442332268
Land,cat__Road_code_0182,Road_code,0.000745029654353857
Land,cat__Transaction_code_101,Transaction_code,0.0007445390219800174
Land,num__presentation_quarter,presentation_quarter,0.0007434450089931488
Land,num__presentation_is_afternoon,presentation_is_afternoon,0.0007411505212076008
Land,cat__Nature_Land_use_Name_infrequent_sklearn,Nature_Land_use_Name,0.0007397006265819073
Land,cat__Mouza_Name_Kulai,Mouza_Name,0.0007391211111098528
Land,cat__Mouza_Name_Sadhanpur,Mouza_Name,0.000732914253603667
Land,cat__Nature_Land_use_Code_096,Nature_Land_use_Code,0.000729465507902205
Land,"cat__Transaction_Name_[1401] Power of Attorney related to immovable properties, General Power of Attorney related to immovable properties",Transaction_Name,0.0007266679895110428
Land,cat__Road_Name_UMR W23,Road_Name,0.0007248163456097245
Land,cat__Mouza_Name_Gangadharpur,Mouza_Name,0.0007205152069218457
Land,cat__Road_Name_UMR W25,Road_Name,0.0007150422316044569
Land,cat__Nature_Land_use_Name_Vastu,Nature_Land_use_Name,0.000713855610229075
Land,cat__nearest_facility_group_transport,nearest_facility_group,0.0007135538035072386
Land,cat__Road_code_0000,Road_code,0.0007080118521116674
Land,cat__Road_code_0171,Road_code,0.000707917963154614
Land,cat__Road_code_0063,Road_code,0.0007041626377031207
Land,cat__Transaction_code_407,Transaction_code,0.0007020261255092919
Land,num__log_distance_to_nearest_road,log_distance_to_nearest_road,0.0006976941367611289
Land,cat__Mouza_Name_Balidanga,Mouza_Name,0.0006942837499082088
Land,cat__Mouza_Name_Jagatber,Mouza_Name,0.0006935185519978404
Land,num__facility_group_education_count_1km,facility_group_education_count_1km,0.0006876458064652979
Land,cat__nearest_facility_group_recreation,nearest_facility_group,0.0006869161152280867
Land,cat__Road_code_0168,Road_code,0.0006854517268948257
Land,cat__GP_DHULAGARI,GP,0.0006766525912098587
Land,cat__Transaction_code_204,Transaction_code,0.0006759938551113009
Land,cat__Mouza_Name_Arrah,Mouza_Name,0.0006759430980309844
Land,cat__Mouza_Name_Dhulagori,Mouza_Name,0.0006688906578347087
Land,cat__Nature_Land_use_Name_Panbaruj,Nature_Land_use_Name,0.0006687559653073549
Land,num__registration_month,registration_month,0.000659164332319051
Land,num__facility_group_religious_tourism_count_1km,facility_group_religious_tourism_count_1km,0.0006582321366295218
Land,cat__Mouza_Name_Goda,Mouza_Name,0.0006574505823664367
Land,num__facility_group_other_count_1km,facility_group_other_count_1km,0.0006552344420924783
Land,cat__nearest_facility_group_religious_tourism,nearest_facility_group,0.0006461418233811855
Land,cat__Mouza_Name_Bikihakola,Mouza_Name,0.0006370129995048046
Land,cat__Nature_Land_use_Name_Bhiti,Nature_Land_use_Name,0.0006276822532527149
Land,"cat__Transaction_Name_[0403] Lease, Lease",Transaction_Name,0.0006251030135899782
Land,num__facility_group_market_count_1km,facility_group_market_count_1km,0.0006208651466295123
Land,cat__Mouza_Name_Nari,Mouza_Name,0.0006186693790368736
Land,cat__Road_Name_UMR W31,Road_Name,0.0006183399818837643
Land,num__facility_group_health_count_1km,facility_group_health_count_1km,0.0006167669780552387
Land,cat__Proposed_Land_use_Name_Path,Proposed_Land_use_Name,0.0006165826343931258
Land,cat__PS_Name_Kanksa,PS_Name,0.0006145921070128679
Land,cat__Mouza_Name_Sandhipur,Mouza_Name,0.0006114505231380463
Land,"cat__Transaction_Name_[0101] Sale, Sale Document",Transaction_Name,0.0006112997070886195
Land,cat__Proposed_Land_use_Name_Land for Industrial use,Proposed_Land_use_Name,0.0006078071310184896
Land,num__distance_to_nearest_road_missing_flag,distance_to_nearest_road_missing_flag,0.0006061317981220782
Land,cat__Mouza_Name_Khaje  Anwarber,Mouza_Name,0.0006018719868734479
Land,cat__Road_Name_UMR W22,Road_Name,0.0005987149197608232
Land,num__distance_to_nearest_road,distance_to_nearest_road,0.0005919968243688345
Land,num__log_distance_to_nearest_facility,log_distance_to_nearest_facility,0.0005902741104364395
Land,cat__Nature_Land_use_Code_017,Nature_Land_use_Code,0.0005823664832860231
Land,cat__Mouza_Name_Sankarpur,Mouza_Name,0.0005813208990730345
Land,num__facility_group_recreation_count_1km,facility_group_recreation_count_1km,0.0005789802526123822
Land,cat__Transaction_code_501,Transaction_code,0.0005761416396126151
Land,cat__Road_code_0186,Road_code,0.0005759785417467356
Land,cat__nearest_road_category_Urban Road,nearest_road_category,0.0005662011099047959
Land,num__presentation_dayofweek,presentation_dayofweek,0.0005653838161379099
Land,cat__Mouza_Name_Fuljhore,Mouza_Name,0.0005622032913379371
Land,num__facility_count_1km,facility_count_1km,0.0005592536181211472
Land,cat__Nature_Land_use_Name_Path,Nature_Land_use_Name,0.0005545460153371096
Land,cat__Mouza_Name_Kanchannagar,Mouza_Name,0.000545313348993659
Land,num__facility_count_500m,facility_count_500m,0.0005439119413495064
Land,cat__Mouza_Name_Bahirsarbamangala,Mouza_Name,0.0005381383816711605
Land,cat__Mouza_Name_Ranihati,Mouza_Name,0.0005351167055778205
Land,num__presentation_hour,presentation_hour,0.000534695340320468
Land,cat__Mouza_Name_Mashila,Mouza_Name,0.0005345646641217172
Land,cat__Nature_Land_use_Name_Kanali,Nature_Land_use_Name,0.0005274387076497078
Land,cat__Nature_Land_use_Code_167,Nature_Land_use_Code,0.0005244508502073586
Land,num__registration_presentation_gap_days,registration_presentation_gap_days,0.0005235967691987753
Land,cat__Nature_Land_use_Code_007,Nature_Land_use_Code,0.0005172414821572602
Land,cat__GP_ANDUL,GP,0.0005102537688799202
Land,cat__Nature_Land_use_Code_043,Nature_Land_use_Code,0.0005074944929219782
Land,cat__GP_MALANDIGHI,GP,0.0005043831188231707
Land,cat__Mouza_Name_Becharhat,Mouza_Name,0.0005031293840147555
Land,cat__GP_GANGADHARPUR,GP,0.0005014569032937288
Land,cat__Mouza_Name_Argori,Mouza_Name,0.0004994813934899867
Land,cat__nearest_facility_group_other,nearest_facility_group,0.000498240056913346
Land,cat__nearest_road_surface_Metalled,nearest_road_surface,0.0004979114164598286
Land,num__property_geometry_perimeter,property_geometry_perimeter,0.0004963601822964847
Land,cat__Mouza_Name_Burdwan,Mouza_Name,0.0004948226851411164
Land,cat__Road_Name_UMR W16,Road_Name,0.0004923017113469541
Land,cat__nearest_facility_group_education,nearest_facility_group,0.0004921408253721893
Land,num__property_geometry_area,property_geometry_area,0.0004915986792184412
Land,cat__GP_GOPALPUR,GP,0.0004853215941693634
Land,cat__Mouza_Name_Nabghara,Mouza_Name,0.00047841190826147795
Land,num__registration_dayofweek,registration_dayofweek,0.000476550922030583
Land,cat__Nature_Land_use_Name_Nala,Nature_Land_use_Name,0.00047559276572428644
Land,num__property_shape_compactness,property_shape_compactness,0.0004735041584353894
Land,num__property_match_found,property_match_found,0.00046342567657120526
Land,cat__GP_KANDUA,GP,0.0004596778308041394
Land,cat__nearest_road_category_State Highway,nearest_road_category,0.0004593195335473865
Land,cat__Proposed_Land_use_Code_019,Proposed_Land_use_Code,0.00044994833297096193
Land,"cat__Transaction_Name_[0204] Gift, Gift in f/o others except family members, Government, Local Body",Transaction_Name,0.0004486037069000304
Land,"cat__Transaction_Name_[0407] Lease, Lease by Govt./Govt. Authority/Govt. Undertaking",Transaction_Name,0.00044793618144467473
Land,num__property_record_count,property_record_count,0.0004460312193259597
Land,"cat__Transaction_Name_[0207] Gift, Gift in f/o family members and others",Transaction_Name,0.0004447712271939963
Land,cat__Mouza_Name_Kannduya,Mouza_Name,0.00043718336382880807
Land,cat__Transaction_code_901,Transaction_code,0.0004359116719570011
Land,cat__Mouza_Name_Radhanagar,Mouza_Name,0.00043521772022359073
Land,"cat__Transaction_Name_[0501] Partition, Partition",Transaction_Name,0.00043442827882245183
Land,cat__Mouza_Name_Bhagabatipur,Mouza_Name,0.00043062184704467654
Land,cat__Mouza_Name_Ichhlabad,Mouza_Name,0.00042888266034424305
Land,cat__nearest_road_surface_Unmetalled,nearest_road_surface,0.00042772560846060514
Land,cat__Road_Name_UMR W4,Road_Name,0.00042269568075425923
Land,cat__GP_SAHAPUR,GP,0.00041999921086244285
Land,cat__Transaction_code_207,Transaction_code,0.0004189915780443698
Land,cat__GP_SUVARARA,GP,0.0004181761178188026
Land,num__spatial_features_available,spatial_features_available,0.00041509224683977664
Land,cat__Mouza_Name_Fakirpur,Mouza_Name,0.0004134745686315
Land,cat__nearest_road_category_infrequent_sklearn,nearest_road_category,0.00041327555663883686
Land,cat__GP_DAKSHIN SANKRAIL/ SANKRAIL,GP,0.0004100676451344043
Land,cat__Mouza_Name_Mirchhoba,Mouza_Name,0.0004091185110155493
Land,cat__Mouza_Name_Sankharipukur,Mouza_Name,0.000403000129153952
Land,cat__Nature_Land_use_Code_002,Nature_Land_use_Code,0.0003913581313099712
Land,cat__Road_Name_UMR W12,Road_Name,0.0003891278465744108
Land,cat__Nature_Land_use_Name_Do,Nature_Land_use_Name,0.0003774391661863774
Land,cat__Nature_Land_use_Code_009,Nature_Land_use_Code,0.00037710907054133713
Land,cat__Road_Name_Unnamed Municipal Road W1,Road_Name,0.0003769930044654757
Land,cat__PS_Name_New Township,PS_Name,0.00037458926090039313
Land,cat__Mouza_Name_Sulati,Mouza_Name,0.00036146005732007325
Land,"cat__Transaction_Name_[0901] Declaration, Declaration relating to immovable property",Transaction_Name,0.00035639904672279954
Land,"cat__Transaction_Name_[1210] Transfer of lease, Assignment of Lease by Govt./Govt. Authority/Govt. Undertaking/SPV",Transaction_Name,0.0003559614415280521
Land,cat__Adjacent_to_Metal_Road_Y,Adjacent_to_Metal_Road,0.00034715220681391656
Land,cat__Urban_No,Urban,0.0003459634317550808
Land,cat__Mouza_Name_Bhatchala,Mouza_Name,0.00034595702891238034
Land,cat__Road_code_0163,Road_code,0.00034386402694508433
Land,cat__Road_code_0172,Road_code,0.0003369795740582049
Land,cat__Nature_Land_use_Code_019,Nature_Land_use_Code,0.0003368369652889669
Land,cat__Proposed_Land_use_Name_Patit,Proposed_Land_use_Name,0.0003363128926139325
Land,cat__Road_code_0165,Road_code,0.00033281013020314276
Land,cat__Mouza_Name_Sankrailjala,Mouza_Name,0.0003315160283818841
Land,cat__Road_Name_UMR W14,Road_Name,0.0003262694808654487
Land,cat__Road_Name_UMR W15,Road_Name,0.00032518914667889476
Land,cat__Mouza_Name_Jangalpur,Mouza_Name,0.00032190734054893255
Land,cat__Road_Name_UMR W7,Road_Name,0.0003205474931746721
Land,cat__Road_Name_UMR W11,Road_Name,0.00031959934858605266
Land,cat__Road_code_0178,Road_code,0.0003188574337400496
Land,cat__Mouza_Name_Chaturbhujkati,Mouza_Name,0.00031471566762775183
Land,cat__Mouza_Name_Alamganj,Mouza_Name,0.0003106542571913451
Land,cat__Nature_Land_use_Name_Pukurparh,Nature_Land_use_Name,0.0003076822031289339
Land,cat__Mouza_Name_Dhamsiya,Mouza_Name,0.00030725865508429706
Land,cat__nearest_road_category_National Highway / Expressway,nearest_road_category,0.0003030164516530931
Land,cat__Mouza_Name_Mahishgot,Mouza_Name,0.00030247942777350545
Land,cat__Proposed_Land_use_Name_Karkhana,Proposed_Land_use_Name,0.0003012854140251875
Land,cat__Nature_Land_use_Code_006,Nature_Land_use_Code,0.0002999525750055909
Land,cat__Mouza_Name_Tetikhola,Mouza_Name,0.00029899406945332885
Land,cat__Nature_Land_use_Name_Pukur Parh,Nature_Land_use_Name,0.00029424697277136147
Land,cat__Nature_Land_use_Name_Bahal,Nature_Land_use_Name,0.00029274026746861637
Land,cat__Zone_no_infrequent_sklearn,Zone_no,0.0002911869087256491
Land,cat__nearest_road_category_National Highway,nearest_road_category,0.0002911522751674056
Land,"cat__Transaction_Name_[0601] Exchange, Exchange",Transaction_Name,0.00028780513093806803
Land,cat__Mouza_Name_Belkulai,Mouza_Name,0.0002830498560797423
Land,cat__Road_code_0167,Road_code,0.0002814997860696167
Land,cat__Transaction_code_148,Transaction_code,0.0002811690210364759
Land,cat__Road_Name_UMR W5,Road_Name,0.00028032850241288543
Land,cat__Road_code_0166,Road_code,0.00027513131499290466
Land,cat__Zone_no_1,Zone_no,0.0002747070393525064
Land,cat__Nature_Land_use_Code_172,Nature_Land_use_Code,0.0002736375608947128
Land,cat__Nature_Land_use_Code_012,Nature_Land_use_Code,0.00027013334329240024
Land,cat__Mouza_Name_Gopalnagar,Mouza_Name,0.0002641195897012949
Land,cat__Road_Name_UMR W8,Road_Name,0.0002563147572800517
Land,cat__Transaction_code_601,Transaction_code,0.0002504164876881987
Land,cat__Nature_Land_use_Name_Sole,Nature_Land_use_Name,0.0002464866847731173
Land,cat__Road_Name_UMR W10,Road_Name,0.00024186354130506516
Land,cat__Road_code_0170,Road_code,0.00022302054276224226
Land,cat__Zone_no_2,Zone_no,0.00022153410827741027
Land,num__Litigated_Property_flag,Litigated_Property_flag,0.00021014123922213912
Land,cat__Mouza_Name_Bangpur,Mouza_Name,0.00020257895812392235
Land,cat__Road_Name_UMR W6,Road_Name,0.00020141263667028397
Land,cat__Mouza_Name_Lakurdi,Mouza_Name,0.000200612485059537
Land,cat__Road_code_0160,Road_code,0.00020037262584082782
Land,cat__Road_Name_UMR W21,Road_Name,0.00019686430459842086
Land,cat__Road_code_0161,Road_code,0.00019608729053288698
Land,cat__Road_code_0173,Road_code,0.00019284281006548554
Land,cat__Road_Name_UMR W3,Road_Name,0.00019253292703069746
Land,cat__PS_Name_Panchla,PS_Name,0.00018195845768786967
Land,cat__Litigated_Property_NO,Litigated_Property,0.000177350637386553
Land,cat__Road_code_0155,Road_code,0.0001748518116073683
Land,cat__Road_code_0180,Road_code,0.0001719141291687265
Land,cat__Road_Name_UMR W19,Road_Name,0.00017145722813438624
Land,cat__Road_Name_UMR W18,Road_Name,0.00016825516649987549
Land,"cat__Transaction_Name_[0148] Sale, Agreement for sale made by any Central/State Govt Undertaking/Authority/SPV (Full SD)",Transaction_Name,0.000130905958940275
Land,cat__Road_code_0176,Road_code,0.0001268510677618906
Land,cat__property_district_Name_Howrah,property_district_Name,0.0
Land,cat__property_district_Name_Paschim Bardhaman,property_district_Name,0.0
Land,cat__Mouza_Name_infrequent_sklearn,Mouza_Name,0.0
Land,cat__Road_code_0054,Road_code,0.0
Land,cat__Road_code_0158,Road_code,0.0
Land,cat__Road_code_0159,Road_code,0.0
Land,cat__Road_code_0169,Road_code,0.0
Land,cat__Road_code_0174,Road_code,0.0
Land,cat__Road_code_0177,Road_code,0.0
Land,cat__Road_code_0184,Road_code,0.0
Land,cat__GP_CHARA-PANCHLA/PANCHLA,GP,0.0
Land,cat__GP_DURGAPUR (M CORP.),GP,0.0
Land,cat__Nature_Land_use_Name_Udthbastu,Nature_Land_use_Name,0.0
Land,cat__Urban_Yes,Urban,0.0
Land,cat__Rural_No,Rural,0.0
Land,cat__Rural_Yes,Rural,0.0
Land,cat__Flat_or_Land_Land,Flat_or_Land,0.0
Land,cat__Litigated_Property_infrequent_sklearn,Litigated_Property,0.0
Land,cat__nearest_road_category_Missing,nearest_road_category,0.0
Land,cat__nearest_road_surface_Missing,nearest_road_surface,0.0
Land,cat__nearest_facility_group_Missing,nearest_facility_group,0.0
